lcl|ORF141_1:53709:54242,WP_233262456.1,81.921,177,32,0,1,177,42,218,6.68e-101,300,90.40
lcl|ORF141_1:53709:54242,WP_134992593.1,81.921,177,32,0,1,177,193,369,1.29e-98,299,90.40
lcl|ORF141_1:53709:54242,POD87108.1,81.921,177,32,0,1,177,193,369,2.13e-98,299,90.40
lcl|ORF141_1:53709:54242,WP_208190673.1,81.921,177,32,0,1,177,193,369,2.18e-98,299,90.40
lcl|ORF141_1:53709:54242,WP_057138655.1,81.921,177,32,0,1,177,193,369,2.28e-98,299,90.40
lcl|ORF141_1:53709:54242,WP_114674154.1,81.921,177,32,0,1,177,193,369,2.28e-98,299,90.40
lcl|ORF141_1:53709:54242,WP_021357175.1,81.921,177,32,0,1,177,193,369,2.28e-98,299,90.40
lcl|ORF141_1:53709:54242,MCG0843753.1,81.921,177,32,0,1,177,193,369,2.28e-98,299,90.40
lcl|ORF141_1:53709:54242,WP_063845576.1,81.921,177,32,0,1,177,193,369,2.30e-98,299,90.40
lcl|ORF141_1:53709:54242,WP_153629587.1,81.921,177,32,0,1,177,193,369,2.30e-98,299,90.40
lcl|ORF141_1:53709:54242,WP_168177670.1,81.921,177,32,0,1,177,193,369,2.33e-98,299,90.40
lcl|ORF141_1:53709:54242,WP_003643863.1,81.921,177,32,0,1,177,193,369,2.33e-98,299,90.40
lcl|ORF141_1:53709:54242,WP_070084887.1,81.921,177,32,0,1,177,193,369,2.41e-98,298,90.40
lcl|ORF141_1:53709:54242,WP_003644997.1,81.921,177,32,0,1,177,193,369,2.41e-98,298,90.40
lcl|ORF141_1:53709:54242,WP_128467977.1,81.921,177,32,0,1,177,193,369,2.41e-98,298,90.40
lcl|ORF141_1:53709:54242,WP_024971570.1,81.921,177,32,0,1,177,193,369,2.41e-98,298,90.40
lcl|ORF141_1:53709:54242,WP_088770057.1,81.921,177,32,0,1,177,193,369,2.49e-98,298,90.40
lcl|ORF141_1:53709:54242,MCG0766844.1,81.921,177,32,0,1,177,193,369,2.54e-98,298,90.40
lcl|ORF141_1:53709:54242,WP_264228928.1,81.921,177,32,0,1,177,193,369,2.65e-98,298,90.40
lcl|ORF141_1:53709:54242,WP_003637724.1,81.921,177,32,0,1,177,193,369,2.71e-98,298,90.40
lcl|ORF141_1:53709:54242,WP_024521288.1,81.921,177,32,0,1,177,193,369,2.77e-98,298,90.40
lcl|ORF141_1:53709:54242,WP_135294311.1,81.921,177,32,0,1,177,193,369,2.90e-98,298,90.40
lcl|ORF141_1:53709:54242,WP_168785728.1,81.921,177,32,0,1,177,193,369,3.09e-98,298,90.40
lcl|ORF141_1:53709:54242,EFK28789.1,81.921,177,32,0,1,177,213,389,3.38e-98,299,90.40
lcl|ORF141_1:53709:54242,CDN29158.1,81.921,177,32,0,1,177,213,389,3.69e-98,299,90.40
lcl|ORF141_1:53709:54242,WP_033610310.1,81.356,177,33,0,1,177,193,369,3.76e-98,298,90.40
lcl|ORF141_1:53709:54242,WP_021730991.1,81.356,177,33,0,1,177,193,369,4.20e-98,298,90.40
lcl|ORF141_1:53709:54242,WP_076633943.1,81.356,177,33,0,1,177,193,369,5.39e-98,298,90.40
lcl|ORF141_1:53709:54242,WP_063724419.1,81.356,177,33,0,1,177,193,369,7.90e-98,297,90.40
lcl|ORF141_1:53709:54242,WP_046038310.1,81.356,177,33,0,1,177,193,369,8.43e-98,297,90.40
lcl|ORF141_1:53709:54242,WP_265225852.1,81.356,177,33,0,1,177,193,369,8.71e-98,297,90.40
lcl|ORF141_1:53709:54242,WP_108909713.1,81.356,177,33,0,1,177,193,369,1.16e-97,297,90.40
lcl|ORF141_1:53709:54242,WP_099738582.1,81.356,177,33,0,1,177,193,369,1.50e-97,296,89.83
lcl|ORF141_1:53709:54242,WP_076661396.1,81.356,177,33,0,1,177,193,369,1.50e-97,296,89.83
lcl|ORF141_1:53709:54242,WP_259608989.1,81.356,177,33,0,1,177,193,369,1.50e-97,296,89.83
lcl|ORF141_1:53709:54242,WP_164684349.1,81.356,177,33,0,1,177,193,369,2.04e-97,296,89.83
lcl|ORF141_1:53709:54242,WP_063851834.1,81.356,177,33,0,1,177,193,369,3.12e-97,296,89.83
lcl|ORF141_1:53709:54242,WP_047998893.1,81.356,177,33,0,1,177,193,369,3.26e-97,296,89.27
lcl|ORF141_1:53709:54242,WP_216779631.1,81.356,177,33,0,1,177,193,369,3.60e-97,296,89.83
lcl|ORF141_1:53709:54242,WP_211760627.1,81.356,177,33,0,1,177,193,369,5.32e-97,295,89.83
lcl|ORF141_1:53709:54242,WP_114788277.1,80.791,177,34,0,1,177,193,369,5.94e-97,295,89.83
lcl|ORF141_1:53709:54242,WP_147781507.1,80.791,177,34,0,1,177,193,369,2.42e-96,293,89.83
lcl|ORF141_1:53709:54242,WP_137643718.1,79.096,177,37,0,1,177,193,369,9.36e-96,292,90.40
lcl|ORF141_1:53709:54242,WP_137627637.1,79.096,177,37,0,1,177,193,369,3.13e-95,291,89.27
lcl|ORF141_1:53709:54242,WP_024625969.1,77.966,177,39,0,1,177,193,369,3.62e-95,290,89.27
lcl|ORF141_1:53709:54242,WP_125070692.1,76.836,177,41,0,1,177,193,369,4.26e-95,290,89.83
lcl|ORF141_1:53709:54242,WP_137645945.1,77.401,177,40,0,1,177,193,369,1.08e-94,289,89.27
lcl|ORF141_1:53709:54242,WP_057706943.1,76.271,177,42,0,1,177,193,369,2.38e-94,288,89.27
lcl|ORF141_1:53709:54242,WP_130843929.1,76.836,177,41,0,1,177,193,369,3.45e-94,288,89.27
lcl|ORF141_1:53709:54242,WP_137635851.1,76.836,177,41,0,1,177,193,369,8.80e-94,287,88.70
lcl|ORF141_1:53709:54242,WP_130851763.1,76.271,177,42,0,1,177,193,369,1.44e-93,286,88.70
lcl|ORF141_1:53709:54242,WP_137641082.1,75.706,177,43,0,1,177,193,369,3.63e-93,285,88.70
lcl|ORF141_1:53709:54242,WP_105449812.1,77.401,177,40,0,1,177,193,369,1.02e-92,284,87.57
lcl|ORF141_1:53709:54242,WP_137606360.1,76.271,177,42,0,1,177,193,369,1.26e-92,284,87.57
lcl|ORF141_1:53709:54242,WP_105452283.1,76.836,177,41,0,1,177,193,369,6.59e-92,282,87.57
lcl|ORF141_1:53709:54242,WP_137625294.1,75.141,177,44,0,1,177,193,369,2.54e-91,281,87.57
lcl|ORF141_1:53709:54242,WP_161002837.1,71.751,177,50,0,1,177,192,368,6.39e-84,262,83.62
lcl|ORF141_1:53709:54242,WP_017262590.1,71.751,177,50,0,1,177,192,368,6.39e-84,262,83.62
lcl|ORF141_1:53709:54242,HAT54084.1,70.621,177,52,0,1,177,192,368,7.07e-83,259,82.49
lcl|ORF141_1:53709:54242,WP_057811451.1,70.056,177,53,0,1,177,192,368,1.63e-82,258,83.05
lcl|ORF141_1:53709:54242,WP_056996847.1,73.373,169,45,0,1,169,192,360,4.02e-82,258,84.02
