lcl|ORF908_1:71709:71500,WP_112297225.1,100.000,69,0,0,1,69,1,69,1.19e-42,142,100.00
lcl|ORF908_1:71709:71500,WP_016511718.1,98.551,69,1,0,1,69,1,69,1.81e-41,139,98.55
lcl|ORF908_1:71709:71500,WP_033099001.1,97.101,69,2,0,1,69,1,69,7.00e-41,137,98.55
lcl|ORF908_1:71709:71500,WP_033617399.1,97.101,69,2,0,1,69,1,69,7.00e-41,137,98.55
lcl|ORF908_1:71709:71500,WP_154816199.1,95.652,69,3,0,1,69,1,69,3.36e-31,114,97.10
lcl|ORF908_1:71709:71500,WP_063205804.1,95.652,69,3,0,1,69,1,69,5.47e-31,112,97.10
lcl|ORF908_1:71709:71500,ERJ49561.1,100.000,49,0,0,1,49,1,49,9.72e-28,105,100.00
lcl|ORF910_1:70575:70060,WP_231125217.1,80.690,145,28,0,27,171,2,146,2.22e-76,238,88.28
lcl|ORF910_1:70575:70060,WP_261797955.1,81.379,145,27,0,27,171,2,146,5.20e-76,241,88.28
lcl|ORF910_1:70575:70060,WP_252269099.1,80.690,145,28,0,27,171,2,146,1.13e-75,238,88.28
lcl|ORF910_1:70575:70060,WP_261976423.1,80.000,145,29,0,27,171,2,146,1.41e-75,235,88.28
lcl|ORF910_1:70575:70060,WP_235814801.1,81.379,145,27,0,27,171,2,146,6.16e-75,243,88.28
lcl|ORF910_1:70575:70060,WP_128650896.1,81.379,145,27,0,27,171,2,146,1.39e-73,243,88.28
lcl|ORF910_1:70575:70060,WP_233156119.1,78.767,146,31,0,26,171,3,148,1.48e-73,231,86.99
lcl|ORF910_1:70575:70060,WP_265478541.1,80.000,145,29,0,27,171,2,146,2.53e-73,236,88.28
lcl|ORF910_1:70575:70060,WP_252129753.1,79.310,145,30,0,27,171,2,146,3.10e-73,231,87.59
lcl|ORF910_1:70575:70060,WP_165850366.1,81.379,145,27,0,27,171,2,146,4.11e-73,243,88.28
lcl|ORF910_1:70575:70060,WP_013355220.1,81.379,145,27,0,27,171,2,146,4.34e-73,243,88.28
lcl|ORF910_1:70575:70060,WP_122210864.1,80.690,145,28,0,27,171,2,146,2.48e-72,241,88.28
lcl|ORF910_1:70575:70060,WP_105961288.1,80.690,145,28,0,27,171,2,146,2.62e-72,241,88.28
lcl|ORF910_1:70575:70060,WP_105920993.1,80.690,145,28,0,27,171,2,146,2.65e-72,241,88.28
lcl|ORF910_1:70575:70060,WP_259690105.1,80.690,145,28,0,27,171,2,146,2.73e-72,241,88.28
lcl|ORF910_1:70575:70060,WP_226769271.1,80.690,145,28,0,27,171,2,146,2.79e-72,241,88.28
lcl|ORF910_1:70575:70060,WP_260199418.1,80.690,145,28,0,27,171,2,146,2.94e-72,241,88.28
lcl|ORF910_1:70575:70060,WP_262344107.1,78.082,146,32,0,26,171,3,148,3.52e-72,230,86.30
lcl|ORF910_1:70575:70060,WP_057137195.1,80.000,145,29,0,27,171,2,146,1.58e-71,238,88.28
lcl|ORF910_1:70575:70060,MCG0631748.1,80.000,145,29,0,27,171,2,146,3.87e-71,238,88.28
lcl|ORF910_1:70575:70060,WP_207268404.1,80.000,145,29,0,27,171,2,146,3.87e-71,238,88.28
lcl|ORF910_1:70575:70060,WP_216780704.1,80.000,145,29,0,27,171,2,146,4.15e-71,238,87.59
lcl|ORF910_1:70575:70060,WP_072540820.1,80.000,145,29,0,27,171,2,146,4.21e-71,238,88.28
lcl|ORF910_1:70575:70060,WP_265477462.1,80.000,145,29,0,27,171,2,146,4.25e-71,238,88.28
lcl|ORF910_1:70575:70060,MCG0833912.1,80.000,145,29,0,27,171,2,146,4.48e-71,238,88.28
lcl|ORF910_1:70575:70060,WP_118130565.1,80.000,145,29,0,27,171,2,146,4.53e-71,238,88.28
lcl|ORF910_1:70575:70060,WP_063486923.1,80.000,145,29,0,27,171,2,146,4.67e-71,238,88.28
lcl|ORF910_1:70575:70060,WP_094339057.1,80.000,145,29,0,27,171,2,146,5.03e-71,238,88.28
lcl|ORF910_1:70575:70060,WP_261975668.1,78.767,146,31,0,26,171,3,148,1.32e-70,233,87.67
lcl|ORF910_1:70575:70060,WP_236719932.1,78.767,146,31,0,26,171,3,148,2.14e-70,232,86.99
lcl|ORF910_1:70575:70060,WP_208190871.1,79.310,145,30,0,27,171,2,146,2.35e-70,235,87.59
lcl|ORF910_1:70575:70060,WP_262345210.1,73.171,164,39,1,8,171,1,159,3.97e-70,236,81.71
lcl|ORF910_1:70575:70060,WP_114637859.1,79.310,145,30,0,27,171,2,146,5.68e-70,235,87.59
lcl|ORF910_1:70575:70060,WP_064619525.1,79.310,145,30,0,27,171,2,146,5.68e-70,235,87.59
lcl|ORF910_1:70575:70060,WP_260351751.1,79.310,145,30,0,27,171,2,146,6.11e-70,235,87.59
lcl|ORF910_1:70575:70060,WP_085764643.1,79.310,145,30,0,27,171,2,146,6.37e-70,235,87.59
lcl|ORF910_1:70575:70060,WP_033610222.1,79.310,145,30,0,27,171,2,146,6.58e-70,234,87.59
lcl|ORF910_1:70575:70060,WP_158178888.1,78.082,146,32,0,26,171,3,148,1.54e-69,231,86.30
lcl|ORF910_1:70575:70060,WP_262341822.1,78.082,146,32,0,26,171,3,148,1.69e-69,231,86.30
lcl|ORF910_1:70575:70060,MCG0900328.1,78.082,146,32,0,26,171,3,148,1.72e-69,231,86.30
lcl|ORF910_1:70575:70060,MCG0637448.1,78.082,146,32,0,26,171,3,148,2.13e-69,232,86.30
